Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
29517,111491,Female,Loyal Customer,35,Business travel,Business,2947,1,1,1,1,5,4,5,3,3,4,3,3,3,4,0,0.0,satisfied
67788,72238,Male,Loyal Customer,39,Business travel,Business,919,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
1830,20691,Female,disloyal Customer,22,Business travel,Eco,779,2,2,2,1,1,2,1,1,2,1,5,2,5,1,126,110.0,neutral or dissatisfied
63104,31336,Female,Loyal Customer,60,Personal Travel,Eco,1062,5,4,5,4,5,4,5,1,1,5,1,3,1,3,0,2.0,satisfied
56460,97867,Female,disloyal Customer,32,Business travel,Business,401,4,4,4,2,4,4,4,4,3,2,4,4,4,4,12,4.0,neutral or dissatisfied
20798,21653,Female,Loyal Customer,59,Business travel,Business,746,1,1,1,1,4,4,4,4,4,4,4,5,4,3,53,63.0,satisfied
68775,66842,Male,Loyal Customer,37,Business travel,Eco,331,3,1,3,1,3,2,3,3,1,5,4,1,4,3,0,0.0,neutral or dissatisfied
70780,1345,Female,Loyal Customer,52,Business travel,Business,1528,1,1,4,1,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
19228,33008,Male,Loyal Customer,21,Personal Travel,Eco,101,2,3,2,2,4,2,4,4,1,1,1,4,2,4,0,0.0,neutral or dissatisfied
53649,78926,Male,Loyal Customer,58,Business travel,Business,1572,3,2,2,2,3,3,4,3,3,3,3,2,3,3,33,34.0,neutral or dissatisfied
50820,82607,Female,Loyal Customer,48,Business travel,Business,2505,3,2,2,2,5,4,4,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
50664,106816,Female,Loyal Customer,32,Business travel,Business,1488,5,5,5,5,4,4,4,4,5,3,4,3,5,4,35,39.0,satisfied
92640,95170,Female,Loyal Customer,11,Personal Travel,Eco,239,4,2,4,3,5,4,5,5,1,1,4,4,4,5,22,18.0,neutral or dissatisfied
95508,94486,Female,Loyal Customer,56,Business travel,Business,2815,3,3,1,3,2,5,4,4,4,4,4,4,4,4,0,1.0,satisfied
77953,127944,Female,Loyal Customer,28,Personal Travel,Eco Plus,2300,1,3,1,4,5,1,5,5,3,1,3,2,4,5,22,2.0,neutral or dissatisfied
45689,87845,Male,Loyal Customer,51,Personal Travel,Eco,214,3,2,3,4,4,3,4,4,4,4,4,3,3,4,0,0.0,neutral or dissatisfied
91010,70979,Female,Loyal Customer,30,Business travel,Business,802,2,1,2,2,4,4,4,4,4,5,4,5,5,4,0,0.0,satisfied
5076,77948,Female,Loyal Customer,37,Business travel,Eco,214,1,5,5,5,1,1,1,1,4,3,2,3,3,1,0,4.0,neutral or dissatisfied
74815,54770,Male,disloyal Customer,25,Business travel,Eco Plus,787,2,5,2,4,4,2,4,4,2,2,4,5,1,4,0,0.0,neutral or dissatisfied
67566,107028,Female,Loyal Customer,46,Business travel,Business,3838,5,5,5,5,2,5,4,4,4,4,4,3,4,5,1,0.0,satisfied
48520,123577,Female,Loyal Customer,58,Business travel,Business,273,5,5,5,5,1,2,5,5,5,5,5,1,5,4,0,0.0,satisfied
81310,35596,Female,Loyal Customer,30,Business travel,Eco Plus,1005,3,1,1,1,3,3,3,3,1,2,4,1,4,3,0,0.0,neutral or dissatisfied
67850,71893,Male,Loyal Customer,44,Personal Travel,Eco,1846,2,2,2,4,2,2,2,2,1,1,4,2,3,2,0,0.0,neutral or dissatisfied
19970,82561,Female,Loyal Customer,46,Business travel,Business,528,3,3,3,3,3,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
32477,103432,Female,Loyal Customer,63,Personal Travel,Eco,237,3,3,3,2,5,3,2,5,5,3,5,1,5,3,10,0.0,neutral or dissatisfied
33240,115207,Male,Loyal Customer,35,Business travel,Business,1529,2,2,2,2,4,5,5,4,4,4,4,3,4,3,17,16.0,satisfied
71206,77092,Female,Loyal Customer,53,Business travel,Business,1481,5,5,5,5,3,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
91641,24044,Female,Loyal Customer,47,Personal Travel,Eco,562,2,4,2,3,4,5,5,5,5,2,5,5,5,4,7,18.0,neutral or dissatisfied
58593,30385,Male,disloyal Customer,79,Business travel,Eco,462,3,4,3,3,4,3,4,4,2,1,2,4,3,4,0,0.0,neutral or dissatisfied
84705,25402,Male,Loyal Customer,49,Business travel,Eco,1105,5,4,4,4,5,5,5,5,2,1,3,4,5,5,0,0.0,satisfied
59957,124074,Female,Loyal Customer,53,Personal Travel,Eco Plus,2153,3,4,3,3,4,3,4,4,4,3,4,5,4,5,0,6.0,neutral or dissatisfied
4906,111769,Female,disloyal Customer,22,Business travel,Business,753,4,0,4,1,4,4,4,4,4,3,5,3,5,4,0,0.0,satisfied
2703,95491,Female,disloyal Customer,33,Business travel,Business,189,3,2,2,4,2,2,5,3,3,4,4,5,4,5,324,323.0,neutral or dissatisfied
101501,96796,Female,Loyal Customer,56,Business travel,Business,3885,4,4,5,4,5,5,5,4,4,4,4,3,4,3,8,3.0,satisfied
48071,18033,Female,disloyal Customer,24,Business travel,Business,488,0,0,0,2,4,0,4,4,4,4,4,1,5,4,7,0.0,satisfied
94371,27661,Male,Loyal Customer,35,Business travel,Business,1107,3,3,3,3,1,5,1,4,4,5,4,4,4,1,0,10.0,satisfied
17562,29122,Female,Loyal Customer,16,Personal Travel,Eco,954,3,5,3,2,2,3,2,2,1,5,4,1,5,2,0,15.0,neutral or dissatisfied
98974,124888,Male,disloyal Customer,37,Business travel,Business,728,2,2,2,4,2,2,2,2,4,5,4,5,5,2,0,0.0,neutral or dissatisfied
83689,29531,Male,Loyal Customer,46,Personal Travel,Business,2552,3,3,3,3,3,5,2,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
40015,53334,Female,Loyal Customer,63,Personal Travel,Eco Plus,758,4,5,4,3,4,4,4,4,3,4,5,4,4,4,146,124.0,neutral or dissatisfied
24885,26633,Male,Loyal Customer,57,Business travel,Business,2747,3,2,2,2,3,3,2,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
54901,70245,Female,disloyal Customer,11,Business travel,Eco,1592,4,4,4,3,4,4,4,4,2,4,3,4,4,4,0,0.0,neutral or dissatisfied
59139,108858,Female,Loyal Customer,23,Business travel,Business,447,3,3,3,3,5,5,5,5,5,1,1,2,3,5,27,1.0,satisfied
67370,3763,Male,Loyal Customer,24,Business travel,Business,599,2,2,2,2,2,2,2,3,3,4,4,2,5,2,172,156.0,satisfied
51332,77999,Male,disloyal Customer,27,Business travel,Business,214,4,4,4,2,5,4,2,5,4,4,2,1,3,5,17,14.0,neutral or dissatisfied
57365,46944,Male,Loyal Customer,23,Personal Travel,Eco,666,2,5,2,1,3,2,1,3,1,5,3,4,4,3,0,0.0,neutral or dissatisfied
38964,46626,Male,Loyal Customer,34,Business travel,Eco,251,1,3,3,3,1,1,1,1,1,1,1,2,4,1,0,0.0,neutral or dissatisfied
54321,39672,Female,disloyal Customer,28,Business travel,Eco Plus,476,1,1,1,2,3,1,3,3,4,3,3,2,3,3,0,5.0,neutral or dissatisfied
43656,89934,Female,Loyal Customer,60,Personal Travel,Eco,1306,4,5,4,4,4,5,4,1,1,4,1,5,1,4,0,0.0,satisfied
83919,9254,Female,Loyal Customer,58,Personal Travel,Eco,100,2,5,2,5,2,4,5,5,5,2,5,5,5,5,15,17.0,neutral or dissatisfied
101296,24811,Male,disloyal Customer,27,Business travel,Eco,861,1,1,1,3,2,1,2,2,1,3,3,4,4,2,0,0.0,neutral or dissatisfied
41626,90575,Male,Loyal Customer,48,Business travel,Business,2263,3,3,3,3,4,4,5,5,5,5,5,5,5,4,32,21.0,satisfied
51202,120840,Female,Loyal Customer,49,Business travel,Business,2920,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
83597,122901,Male,Loyal Customer,47,Business travel,Business,468,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,7.0,satisfied
63201,21326,Male,Loyal Customer,49,Personal Travel,Business,674,2,4,2,2,2,5,5,3,3,2,5,3,3,5,0,0.0,neutral or dissatisfied
77758,118464,Male,disloyal Customer,26,Business travel,Business,621,5,5,5,4,3,4,3,3,3,2,4,3,5,3,3,0.0,satisfied
7335,26952,Male,Loyal Customer,30,Business travel,Eco Plus,2402,1,1,1,1,1,1,1,1,1,2,4,1,3,1,0,15.0,neutral or dissatisfied
67741,24897,Male,Loyal Customer,55,Business travel,Eco Plus,397,5,5,3,5,5,5,5,5,3,5,2,2,1,5,0,0.0,satisfied
28637,51884,Male,Loyal Customer,58,Business travel,Business,1946,3,3,3,3,5,3,2,4,4,4,4,5,4,4,0,0.0,satisfied
15899,7640,Female,Loyal Customer,32,Business travel,Business,604,4,4,4,4,3,3,3,3,4,3,5,3,4,3,0,0.0,satisfied
56514,74001,Male,Loyal Customer,21,Personal Travel,Eco,1972,1,4,0,2,1,0,1,1,5,3,5,4,4,1,16,3.0,neutral or dissatisfied
490,128566,Female,Loyal Customer,10,Personal Travel,Eco Plus,338,1,5,3,3,5,3,4,5,4,2,4,5,4,5,0,0.0,neutral or dissatisfied
43438,87279,Female,disloyal Customer,22,Business travel,Eco,577,4,1,4,3,5,4,5,5,3,4,3,4,3,5,0,0.0,neutral or dissatisfied
43469,118487,Female,disloyal Customer,23,Business travel,Eco,338,1,0,1,2,3,1,3,3,3,4,5,4,5,3,0,0.0,neutral or dissatisfied
9510,73398,Female,Loyal Customer,37,Business travel,Business,2030,2,4,1,4,2,2,2,2,2,2,2,3,2,4,12,0.0,neutral or dissatisfied
90432,89463,Male,Loyal Customer,15,Personal Travel,Eco,134,1,3,0,4,3,0,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied
42647,40625,Female,Loyal Customer,47,Personal Travel,Eco,391,1,4,1,2,5,5,4,2,2,1,2,5,2,5,0,0.0,neutral or dissatisfied
41879,38273,Female,Loyal Customer,28,Personal Travel,Eco,1133,2,4,1,4,3,1,3,3,5,1,3,2,5,3,84,76.0,neutral or dissatisfied
95095,91635,Female,Loyal Customer,43,Business travel,Business,799,2,2,5,2,3,5,1,5,5,5,5,3,5,2,0,0.0,satisfied
96287,59587,Male,Loyal Customer,47,Business travel,Business,787,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
17342,31765,Female,Loyal Customer,30,Business travel,Business,602,3,3,3,3,5,5,5,5,5,2,3,2,2,5,0,3.0,satisfied
6794,3824,Female,Loyal Customer,77,Business travel,Business,2108,3,1,2,1,5,2,3,3,3,2,3,4,3,4,0,0.0,neutral or dissatisfied
69356,103546,Male,Loyal Customer,65,Personal Travel,Eco,967,3,5,3,3,3,3,3,3,4,2,5,4,5,3,9,0.0,neutral or dissatisfied
53832,86257,Female,Loyal Customer,27,Personal Travel,Eco,356,3,2,3,2,2,3,2,2,2,2,2,1,2,2,63,73.0,neutral or dissatisfied
12591,102511,Female,Loyal Customer,51,Personal Travel,Eco,226,2,3,0,3,2,3,2,2,2,0,3,2,2,2,0,0.0,neutral or dissatisfied
45433,107230,Male,Loyal Customer,51,Business travel,Business,2065,5,5,5,5,2,5,5,5,5,5,5,5,5,5,23,0.0,satisfied
61227,37728,Male,Loyal Customer,27,Personal Travel,Eco,1028,3,4,3,4,5,3,3,5,3,3,4,5,4,5,15,5.0,neutral or dissatisfied
34135,97081,Male,Loyal Customer,20,Business travel,Business,1642,5,5,5,5,5,5,5,5,4,5,3,3,5,5,17,27.0,satisfied
3995,62671,Male,Loyal Customer,32,Business travel,Business,1846,2,2,2,2,3,4,3,3,5,3,5,5,4,3,8,2.0,satisfied
63653,121640,Female,Loyal Customer,58,Business travel,Business,1748,4,4,4,4,5,5,5,5,5,5,5,5,5,3,84,52.0,satisfied
60723,109528,Male,Loyal Customer,46,Business travel,Eco,861,3,2,2,2,3,3,3,3,2,1,1,1,1,3,10,0.0,neutral or dissatisfied
96413,51072,Female,Loyal Customer,39,Personal Travel,Eco,86,0,5,0,1,2,0,2,2,3,3,5,4,4,2,0,0.0,satisfied
8528,507,Female,Loyal Customer,36,Business travel,Business,1709,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
85586,95755,Male,Loyal Customer,49,Business travel,Business,2033,2,1,1,1,1,3,4,2,2,2,2,4,2,3,40,33.0,neutral or dissatisfied
63394,32841,Male,Loyal Customer,70,Personal Travel,Eco,163,3,4,3,3,4,3,2,4,1,2,3,2,3,4,0,0.0,neutral or dissatisfied
58690,12336,Male,Loyal Customer,35,Business travel,Business,3776,4,1,1,1,2,3,3,4,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
72610,56343,Female,disloyal Customer,59,Business travel,Eco,200,2,1,2,4,4,2,4,4,1,2,3,1,4,4,11,0.0,neutral or dissatisfied
62555,96290,Female,Loyal Customer,24,Personal Travel,Eco,546,4,2,4,3,1,4,1,1,1,1,4,2,3,1,0,0.0,satisfied
27462,81577,Female,disloyal Customer,24,Business travel,Eco,1039,2,2,2,4,2,2,2,2,2,1,4,1,4,2,112,97.0,neutral or dissatisfied
69612,23898,Male,Loyal Customer,48,Business travel,Eco,589,3,1,1,1,4,3,4,4,5,4,3,5,4,4,0,0.0,satisfied
93399,97065,Female,Loyal Customer,58,Business travel,Business,1357,3,3,3,3,3,5,4,3,3,3,3,4,3,4,7,4.0,satisfied
9721,25814,Female,Loyal Customer,46,Business travel,Business,1747,2,4,5,4,4,3,2,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
15114,59009,Female,Loyal Customer,56,Business travel,Business,1846,5,5,5,5,3,3,4,2,2,3,2,5,2,3,8,14.0,satisfied
47794,67626,Female,Loyal Customer,24,Business travel,Business,1438,5,5,5,5,5,5,5,5,5,4,5,3,5,5,32,40.0,satisfied
67501,140,Male,Loyal Customer,31,Business travel,Business,3538,4,4,4,4,4,4,4,4,4,5,4,4,5,4,0,5.0,satisfied
13978,27777,Female,Loyal Customer,44,Business travel,Business,680,2,1,1,1,2,3,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
64533,116686,Female,Loyal Customer,54,Business travel,Eco Plus,325,1,1,1,1,2,2,3,1,1,1,1,1,1,3,92,90.0,neutral or dissatisfied
34610,39117,Male,disloyal Customer,22,Business travel,Eco,252,3,2,3,2,2,3,2,2,1,1,3,3,3,2,0,0.0,neutral or dissatisfied
55389,110317,Female,Loyal Customer,41,Business travel,Business,787,2,2,2,2,3,5,4,5,5,5,5,5,5,3,7,14.0,satisfied
88071,78297,Male,Loyal Customer,65,Personal Travel,Eco,1598,3,1,4,2,5,4,3,5,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
49654,75591,Female,Loyal Customer,71,Business travel,Eco,337,5,4,4,4,4,3,1,5,5,5,5,4,5,4,0,0.0,satisfied
3698,63445,Male,Loyal Customer,30,Personal Travel,Eco,447,3,4,3,3,5,3,5,5,4,3,4,4,4,5,42,27.0,neutral or dissatisfied
86732,88368,Female,disloyal Customer,27,Business travel,Eco,594,1,2,1,2,2,1,2,2,1,3,2,3,3,2,0,0.0,neutral or dissatisfied
11387,83645,Female,Loyal Customer,29,Business travel,Business,577,5,5,5,5,4,4,4,4,5,5,4,4,4,4,0,0.0,satisfied
63502,53358,Female,disloyal Customer,25,Business travel,Eco,1320,2,2,2,4,4,2,4,4,2,4,3,3,2,4,7,1.0,neutral or dissatisfied
68902,100613,Female,Loyal Customer,60,Personal Travel,Eco,1670,2,0,2,4,1,3,2,5,5,2,5,3,5,4,8,9.0,neutral or dissatisfied
43413,34477,Male,Loyal Customer,53,Business travel,Business,266,3,3,4,3,1,4,3,3,3,3,3,2,3,4,0,8.0,neutral or dissatisfied
96715,52918,Male,Loyal Customer,54,Business travel,Business,679,3,3,3,3,5,5,5,4,3,3,4,5,2,5,182,158.0,satisfied
7019,71978,Female,Loyal Customer,39,Business travel,Business,1440,3,2,2,2,4,4,3,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
60870,77328,Male,Loyal Customer,49,Business travel,Business,3296,4,4,4,4,2,5,4,4,4,4,4,5,4,3,1,0.0,satisfied
27499,79149,Male,Loyal Customer,58,Personal Travel,Eco Plus,226,2,4,2,3,5,2,5,5,4,5,5,4,5,5,0,10.0,neutral or dissatisfied
56618,117599,Male,Loyal Customer,43,Business travel,Business,1020,3,1,1,1,2,3,3,3,3,3,3,1,3,3,24,5.0,neutral or dissatisfied
79184,88357,Male,Loyal Customer,63,Business travel,Business,1599,5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
69189,54491,Female,Loyal Customer,47,Business travel,Eco,925,3,5,5,5,1,4,5,3,3,3,3,5,3,1,17,28.0,satisfied
19511,112344,Female,Loyal Customer,53,Business travel,Business,846,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,3.0,satisfied
87729,25130,Female,Loyal Customer,37,Business travel,Eco,1249,5,2,2,2,5,5,5,5,2,2,4,3,4,5,0,10.0,satisfied
39692,118864,Female,Loyal Customer,37,Personal Travel,Eco Plus,304,4,4,4,3,3,4,3,3,4,2,5,5,4,3,7,4.0,satisfied
98225,65519,Female,disloyal Customer,43,Business travel,Business,1616,2,2,2,3,5,2,5,5,3,4,4,4,4,5,25,35.0,neutral or dissatisfied
84164,69665,Female,Loyal Customer,30,Personal Travel,Eco,569,4,4,4,4,2,4,2,2,5,4,4,4,4,2,74,73.0,satisfied
58262,54617,Female,Loyal Customer,36,Business travel,Business,3237,2,2,2,2,5,1,3,5,5,5,5,3,5,2,0,0.0,satisfied
94118,38438,Male,Loyal Customer,22,Business travel,Eco,2277,4,5,5,5,4,4,4,4,5,3,3,1,1,4,3,0.0,satisfied
34671,54679,Female,Loyal Customer,48,Business travel,Eco,965,4,2,2,2,2,3,5,4,4,4,4,5,4,5,0,5.0,satisfied
10336,73112,Female,Loyal Customer,22,Business travel,Business,2174,3,2,2,2,3,3,3,3,3,2,3,3,4,3,32,58.0,neutral or dissatisfied
87145,66581,Male,disloyal Customer,36,Business travel,Business,761,2,1,1,4,4,1,4,4,4,4,5,5,5,4,0,1.0,neutral or dissatisfied
68973,34451,Female,Loyal Customer,63,Personal Travel,Eco,228,4,5,4,1,1,1,3,4,4,4,4,1,4,3,0,0.0,satisfied
61489,122541,Male,Loyal Customer,51,Business travel,Business,500,5,5,5,5,5,5,4,3,3,3,3,4,3,4,64,50.0,satisfied
81636,69363,Female,Loyal Customer,40,Business travel,Business,2896,1,1,1,1,5,5,5,4,4,5,4,3,4,4,0,0.0,satisfied
3250,10937,Female,Loyal Customer,57,Business travel,Business,2191,5,5,5,5,5,4,5,4,4,5,4,3,4,3,0,0.0,satisfied
46354,92456,Female,disloyal Customer,34,Business travel,Business,2139,3,3,3,1,3,3,3,3,5,2,4,3,4,3,0,0.0,neutral or dissatisfied
3068,1629,Male,disloyal Customer,11,Business travel,Eco,999,2,2,2,4,1,2,1,1,2,1,4,2,3,1,7,21.0,neutral or dissatisfied
70205,97031,Male,Loyal Customer,64,Personal Travel,Eco Plus,883,3,3,3,4,3,1,1,2,3,4,5,1,1,1,151,160.0,neutral or dissatisfied
82130,118584,Male,Loyal Customer,44,Business travel,Business,1873,4,4,4,4,4,5,5,5,5,5,5,5,5,4,17,10.0,satisfied
32710,63783,Female,disloyal Customer,20,Business travel,Eco,1721,3,3,3,4,3,3,2,3,3,1,2,3,4,3,41,35.0,neutral or dissatisfied
12760,129691,Male,Loyal Customer,29,Business travel,Business,337,3,3,3,3,5,5,5,5,4,2,4,5,5,5,0,0.0,satisfied
24270,97055,Female,Loyal Customer,39,Business travel,Business,1642,3,3,3,3,5,4,4,5,4,3,5,4,3,4,136,116.0,satisfied
24077,112080,Female,disloyal Customer,26,Business travel,Eco,1491,3,3,3,4,3,3,3,3,3,5,4,3,3,3,39,33.0,neutral or dissatisfied
5537,30360,Male,Loyal Customer,43,Business travel,Business,2055,1,1,1,1,4,1,1,4,4,4,4,5,4,3,0,0.0,satisfied
59546,30057,Male,Loyal Customer,48,Business travel,Eco,213,2,3,3,3,2,2,2,2,3,4,1,1,5,2,0,0.0,satisfied
2238,76581,Male,Loyal Customer,33,Business travel,Business,547,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,5.0,satisfied
18784,26663,Male,disloyal Customer,30,Business travel,Eco,545,1,0,1,4,3,1,1,3,5,3,2,4,1,3,0,0.0,neutral or dissatisfied
13033,72062,Female,Loyal Customer,25,Business travel,Business,2486,1,1,1,1,5,5,5,5,5,4,3,3,5,5,1,0.0,satisfied
82751,74076,Male,Loyal Customer,20,Business travel,Business,2703,5,5,4,5,3,3,3,3,4,4,5,4,4,3,0,0.0,satisfied
60208,123084,Male,Loyal Customer,36,Business travel,Business,650,2,1,1,1,4,3,4,2,2,2,2,3,2,3,0,5.0,neutral or dissatisfied
86472,75207,Male,Loyal Customer,39,Business travel,Business,1726,2,2,2,2,5,3,2,2,2,2,2,2,2,4,2,0.0,neutral or dissatisfied
56106,94741,Female,Loyal Customer,39,Business travel,Business,3762,3,4,3,4,5,3,2,3,3,3,3,2,3,1,46,44.0,neutral or dissatisfied
18117,54193,Male,Loyal Customer,15,Personal Travel,Eco,1400,3,5,3,5,5,3,5,5,3,2,4,4,4,5,1,3.0,neutral or dissatisfied
93641,91659,Male,Loyal Customer,48,Personal Travel,Eco,1340,4,4,5,5,2,5,2,2,3,2,3,4,5,2,0,0.0,neutral or dissatisfied
83346,92997,Male,Loyal Customer,31,Business travel,Eco Plus,738,3,2,2,2,3,3,3,3,3,2,3,2,4,3,0,0.0,neutral or dissatisfied
46964,56255,Male,Loyal Customer,71,Business travel,Business,404,3,2,2,2,5,3,2,3,3,2,3,2,3,1,11,23.0,neutral or dissatisfied
56254,90187,Female,Loyal Customer,28,Personal Travel,Eco,983,2,4,2,3,5,2,1,5,5,4,4,4,4,5,0,0.0,neutral or dissatisfied
56856,44662,Female,disloyal Customer,33,Business travel,Eco,67,2,0,2,1,5,2,3,5,3,5,1,4,5,5,0,0.0,neutral or dissatisfied
96286,12206,Male,Loyal Customer,36,Business travel,Business,3300,2,2,5,2,1,4,3,2,2,2,2,1,2,1,76,60.0,neutral or dissatisfied
79051,52105,Female,Loyal Customer,20,Personal Travel,Eco,639,2,5,2,4,5,2,5,5,5,5,5,4,4,5,0,0.0,neutral or dissatisfied
28822,126132,Male,Loyal Customer,53,Business travel,Business,2256,5,5,5,5,4,4,4,4,4,4,4,3,4,3,0,1.0,satisfied
8986,26474,Female,Loyal Customer,40,Personal Travel,Eco,787,2,4,2,3,4,2,4,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
100828,86865,Male,Loyal Customer,62,Personal Travel,Eco,692,3,5,3,2,5,3,5,5,4,4,5,3,5,5,13,0.0,neutral or dissatisfied
79238,57323,Male,disloyal Customer,36,Business travel,Business,414,1,1,1,4,1,1,1,1,5,3,4,3,5,1,0,11.0,neutral or dissatisfied
57766,27822,Female,disloyal Customer,37,Business travel,Eco,1048,3,3,3,4,1,3,1,1,1,5,3,1,4,1,0,0.0,neutral or dissatisfied
49303,31670,Female,Loyal Customer,69,Business travel,Eco,862,1,0,0,3,3,3,4,4,4,1,4,3,4,1,0,4.0,neutral or dissatisfied
47293,105250,Female,disloyal Customer,28,Business travel,Business,2106,5,4,4,2,2,4,2,2,3,4,3,5,4,2,0,0.0,satisfied
35165,105555,Female,disloyal Customer,26,Business travel,Eco Plus,611,3,2,3,3,5,3,5,5,1,2,3,3,4,5,0,0.0,neutral or dissatisfied
101086,35783,Female,disloyal Customer,80,Business travel,Eco,200,1,4,1,4,4,1,4,4,2,3,4,2,4,4,107,115.0,neutral or dissatisfied
4929,93096,Female,Loyal Customer,24,Business travel,Eco,641,3,4,4,4,3,3,2,3,3,2,2,1,3,3,6,8.0,neutral or dissatisfied
89049,8880,Male,Loyal Customer,64,Business travel,Business,2802,2,3,3,3,3,3,4,3,3,3,2,2,3,2,45,41.0,neutral or dissatisfied
73563,121423,Female,Loyal Customer,48,Business travel,Business,3782,5,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
76591,47832,Male,Loyal Customer,60,Business travel,Business,1705,5,5,5,5,1,2,2,5,5,5,5,4,5,1,0,0.0,satisfied
14963,15554,Female,Loyal Customer,48,Business travel,Business,229,2,1,2,2,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
50592,64900,Male,disloyal Customer,38,Business travel,Business,247,4,4,4,1,2,4,2,2,4,2,5,5,4,2,0,0.0,satisfied
76032,30419,Female,Loyal Customer,60,Business travel,Business,1014,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,11.0,satisfied
69273,23529,Male,Loyal Customer,49,Business travel,Business,3971,4,1,4,4,4,4,4,4,4,4,4,5,4,3,38,56.0,satisfied
8640,122438,Female,Loyal Customer,62,Personal Travel,Eco,1916,3,1,3,3,5,3,4,4,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
665,119682,Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226.0,satisfied
36152,81780,Male,Loyal Customer,45,Business travel,Business,1310,4,4,4,4,3,5,5,5,5,5,5,3,5,4,69,48.0,satisfied
66083,64268,Male,Loyal Customer,23,Business travel,Business,1192,2,3,2,2,4,4,4,4,5,4,4,5,5,4,1,0.0,satisfied
10350,115115,Male,disloyal Customer,20,Business travel,Eco,337,3,0,3,5,3,3,3,3,3,4,4,5,5,3,45,63.0,neutral or dissatisfied
37312,29159,Female,Loyal Customer,20,Business travel,Eco Plus,937,0,3,1,3,4,1,5,4,1,1,1,4,1,4,34,20.0,satisfied
18091,89171,Male,Loyal Customer,34,Personal Travel,Eco,1947,3,5,3,2,1,3,1,1,5,4,4,3,5,1,0,0.0,neutral or dissatisfied
78812,51088,Male,Loyal Customer,57,Personal Travel,Eco,77,2,5,2,3,5,2,5,5,3,2,5,4,4,5,0,0.0,neutral or dissatisfied
47032,81426,Female,disloyal Customer,30,Business travel,Eco,448,3,3,3,5,1,3,1,1,3,1,3,2,5,1,0,0.0,neutral or dissatisfied
33340,86296,Female,Loyal Customer,12,Personal Travel,Eco,356,2,5,2,1,4,2,4,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied
54924,92230,Male,disloyal Customer,29,Business travel,Business,2079,0,1,1,2,5,1,5,5,5,3,4,5,5,5,0,1.0,satisfied
94391,426,Female,Loyal Customer,39,Business travel,Business,1770,4,1,1,1,1,3,4,4,4,4,4,1,4,4,0,2.0,neutral or dissatisfied
4530,57780,Male,Loyal Customer,38,Personal Travel,Eco,2704,5,3,5,2,5,4,3,1,5,3,5,3,1,3,2,0.0,satisfied
85404,22696,Female,Loyal Customer,51,Business travel,Eco,589,5,4,4,4,1,2,1,5,5,5,5,1,5,1,0,0.0,satisfied
608,82016,Male,Loyal Customer,52,Personal Travel,Eco,1517,4,5,4,4,3,4,3,3,4,2,5,5,4,3,0,0.0,satisfied
78524,119120,Male,Loyal Customer,21,Personal Travel,Eco,1107,2,4,2,5,5,2,1,5,5,5,4,4,4,5,0,0.0,neutral or dissatisfied
35147,82917,Female,Loyal Customer,63,Personal Travel,Eco,594,3,5,3,2,2,3,4,5,5,3,5,4,5,4,26,27.0,neutral or dissatisfied
26119,129299,Female,Loyal Customer,44,Business travel,Business,550,3,3,3,3,5,4,4,5,5,5,5,4,5,3,2,0.0,satisfied
14458,119953,Female,Loyal Customer,47,Business travel,Business,1712,2,2,2,2,5,5,4,5,5,5,5,4,5,5,0,9.0,satisfied
